Frame,ID,Corner1_X,Corner1_Y,Corner2_X,Corner2_Y,Corner3_X,Corner3_Y,Corner4_X,Corner4_Y,Distance,Yaw,Pitch,Roll
341,1,759.0,103.0,807.0,104.0,805.0,156.0,757.0,155.0,1.0498723621616786,-8.7383740420944,-173.039166933014,-0.8886587270969063
342,1,769.0,123.0,820.0,125.0,819.0,175.0,768.0,176.0,1.0431995183831106,-1.1226904831044213,-177.94537641949105,0.37904825430964134
343,1,806.0,102.0,862.0,102.0,862.0,160.0,806.0,160.0,0.942941572834394,-3.929669873176063,-177.86399939957107,-0.9012800636007496
344,1,848.0,125.0,907.0,127.0,907.0,189.0,847.0,187.0,0.8811945289654923,-5.416652858541216,179.33562952051392,0.7689217944682908
364,3,487.0,122.0,503.0,123.0,502.0,139.0,486.0,139.0,3.147022375954616,-10.452455917903476,-158.21299385935313,-0.6600238596614281
365,3,492.0,123.0,509.0,124.0,508.0,140.0,492.0,139.0,3.0896377642374104,5.18914424721593,-146.89485835087905,4.669309200651044
368,3,503.0,158.0,521.0,159.0,521.0,177.0,503.0,179.0,2.649832821150323,-18.448400101091263,-165.17546693808362,-5.234949594775052
369,3,486.0,153.0,504.0,152.0,505.0,170.0,487.0,173.0,2.6896759631510467,-15.121825050046798,-158.6206756672638,-9.374010046219299
370,3,495.0,170.0,513.0,170.0,512.0,189.0,496.0,189.0,2.949897101453853,1.754283318898956,-169.4906141166696,0.1449116268625551
372,3,542.0,145.0,561.0,146.0,559.0,166.0,541.0,165.0,2.7323241332401764,-5.328191945173767,-166.44568722730702,2.1642923028853858
373,3,544.0,159.0,564.0,161.0,563.0,180.0,544.0,180.0,2.5553602550774452,-9.324100834202339,-178.77123423841059,1.1329400362031459
374,3,547.0,169.0,567.0,168.0,567.0,190.0,548.0,191.0,2.5652114098998973,-6.733452715206411,-168.19636834107325,-3.870723453352957
376,3,527.0,150.0,549.0,151.0,548.0,173.0,528.0,173.0,2.300712199495904,-15.875182411049018,-173.9311116756877,-1.9516397477515537
377,3,504.0,133.0,526.0,132.0,527.0,155.0,506.0,156.0,2.2618732419866965,20.16243186433439,-161.65578049277514,1.881057949476152
378,3,512.0,165.0,535.0,164.0,536.0,188.0,514.0,190.0,2.1046616251437356,-17.965040847065314,-169.8345557398618,-7.184742087433738
379,3,523.0,176.0,547.0,175.0,548.0,197.0,525.0,200.0,2.157300835637668,1.4523672423457832,-155.18382216994024,-4.708977857142849
380,3,542.0,135.0,567.0,135.0,566.0,159.0,542.0,159.0,2.0957588789307233,2.9328956074858126,-151.54941701722606,0.6232026637999386
381,3,560.0,151.0,585.0,151.0,585.0,177.0,561.0,177.0,1.991156345419627,22.921780094389835,-160.97214772020294,4.786192211865286
382,3,562.0,155.0,587.0,154.0,588.0,181.0,563.0,182.0,1.9240503434112675,-14.461037142022015,-171.60381027955236,-5.068804601642564
383,3,554.0,162.0,580.0,161.0,580.0,187.0,554.0,188.0,1.9580189152038916,11.373848469836064,179.20131344188042,-0.09660271414271766
385,3,551.0,148.0,578.0,148.0,577.0,177.0,551.0,177.0,1.9032616654685177,-5.701347781958721,-170.23554149053652,-0.9586876961173201
386,3,552.0,140.0,580.0,140.0,580.0,169.0,553.0,170.0,1.768439068963145,-13.719533374789032,-170.9061372387338,-3.9179990889955603
387,3,562.0,135.0,591.0,134.0,592.0,164.0,563.0,166.0,1.7156198480771196,-9.088676856415383,-168.87881092402657,-4.823716567310292
388,3,573.0,149.0,603.0,147.0,605.0,177.0,575.0,180.0,1.701511018757434,-0.8631835465250188,-172.23295286782073,-4.872694105996567
389,3,604.0,117.0,635.0,117.0,635.0,149.0,604.0,150.0,1.6278423305296206,-7.016202195696957,-170.61735484115235,-2.485878390997497
390,3,629.0,126.0,662.0,126.0,664.0,160.0,630.0,160.0,1.5023145702772842,-7.103972008039674,176.60094475960136,-1.5303936423320235
391,3,665.0,144.0,699.0,142.0,700.0,178.0,666.0,179.0,1.4854755267197655,28.95998330549698,-163.45613921495945,3.5045955424518787
392,3,675.0,140.0,711.0,137.0,711.0,175.0,676.0,176.0,1.4335153558650142,29.254506603143387,-167.68006378029924,2.940723885395999
393,3,688.0,105.0,724.0,104.0,725.0,143.0,689.0,145.0,1.35996904975449,-11.5891660998733,-171.7238141912796,-5.031047175494297
394,3,698.0,104.0,736.0,101.0,737.0,141.0,700.0,143.0,1.363363536954072,32.40247523645957,-160.77634772785748,4.296469336554256
395,3,708.0,64.0,748.0,62.0,750.0,105.0,709.0,108.0,1.2591621835155455,-7.2878291081565125,-171.2881661278618,-5.383075563705813
396,3,728.0,74.0,771.0,71.0,773.0,117.0,730.0,120.0,1.1894796864181096,-6.68295087025176,-172.13288699826475,-5.631255268328832
397,3,792.0,44.0,840.0,42.0,839.0,93.0,792.0,95.0,1.1103826860612012,-5.101567643748171,-169.58542066109436,-3.848618818339879
398,3,850.0,44.0,902.0,43.0,901.0,97.0,850.0,99.0,1.0490925716504642,-3.8786823733772215,-172.8861358147575,-2.7550677434157875
399,3,888.0,47.0,942.0,45.0,942.0,101.0,888.0,103.0,1.0287827924177497,-1.703609193464773,-174.48991633415497,-2.574428077742343
418,2,273.0,63.0,305.0,62.0,304.0,102.0,274.0,103.0,1.3604840942104366,-45.53071525342482,-149.40968319167524,-18.692220975667045
422,2,604.0,61.0,634.0,57.0,630.0,98.0,600.0,101.0,1.3149918014436504,48.55087538399738,-172.59231866739418,10.671060047414016
422,5,69.0,77.0,87.0,78.0,87.0,96.0,69.0,95.0,3.1619107667870003,-3.8005093013018105,-173.39674026573232,2.22352374702462
423,2,629.0,64.0,660.0,61.0,656.0,102.0,625.0,104.0,1.3255636986185548,47.325645617428485,-170.1971776264916,11.983241325088823
424,2,680.0,58.0,711.0,55.0,706.0,98.0,675.0,100.0,1.2798704696311365,53.04338083913928,-166.73087733325954,15.952953680475966
425,2,723.0,68.0,754.0,65.0,750.0,110.0,718.0,111.0,1.2495689426187166,56.369545951518056,-161.80395461487683,18.849192664888548
426,2,782.0,64.0,815.0,59.0,811.0,104.0,777.0,108.0,1.2473576246258473,58.83722863651298,-167.21634858785572,14.858723927595792
426,5,276.0,117.0,293.0,118.0,293.0,134.0,276.0,132.0,3.453170888422382,-13.456206642462496,-174.0614439696362,1.0886769321272638
427,2,789.0,47.0,822.0,40.0,818.0,87.0,785.0,92.0,1.216847693106965,62.14555807215336,-165.81917121823153,15.598606530949715
427,5,298.0,110.0,316.0,111.0,314.0,127.0,298.0,125.0,3.105447269975969,-12.457821717735788,-141.24939776978235,2.1957297552510835
428,2,787.0,28.0,820.0,21.0,815.0,71.0,783.0,75.0,1.169306558663377,64.13951837268091,-158.7628281210129,21.906186341284155
428,5,305.0,94.0,322.0,95.0,321.0,111.0,305.0,110.0,3.2077306906220033,-12.020575987444406,-148.0262249635822,0.44965733431079324
429,2,798.0,33.0,830.0,26.0,826.0,76.0,793.0,81.0,1.1568684503151212,65.6495621207717,-159.3407637695751,21.642425950743743
429,5,324.0,96.0,341.0,97.0,341.0,113.0,325.0,113.0,3.1735828839144005,-2.80520432302673,-152.34514499359392,1.0094332584538446
431,5,379.0,91.0,395.0,92.0,395.0,108.0,379.0,108.0,3.235405289070786,-12.325060773824747,-169.26254346136488,-1.3771020882270453
431,4,235.0,158.0,244.0,158.0,245.0,167.0,236.0,167.0,5.761127164607249,2.1528136312486117,-155.11311712660734,0.42452541372134756
434,5,423.0,128.0,440.0,127.0,441.0,143.0,424.0,144.0,3.014202519221501,-1.3811273332436316,169.51043523829995,-3.68006585056355
435,5,422.0,136.0,439.0,135.0,440.0,152.0,424.0,153.0,3.0504074368788965,7.8095990756305635,-160.3395960186734,-1.7077339119749113
436,2,889.0,32.0,929.0,16.0,926.0,82.0,888.0,94.0,0.900583584929845,77.4520013507228,-159.7066276918429,19.843273750359167
436,5,434.0,164.0,451.0,165.0,451.0,182.0,435.0,182.0,2.922398565851398,-20.9244534158979,-177.78472178862802,-2.348909161986502
437,5,457.0,177.0,474.0,176.0,473.0,193.0,456.0,193.0,2.9033998904331098,12.760417677869434,168.28763443466062,0.5734287115378249
438,5,462.0,177.0,478.0,178.0,478.0,195.0,461.0,195.0,2.9398382376836913,-17.802814314885232,-169.80292213065604,-1.4025003199010402
439,2,898.0,55.0,942.0,39.0,938.0,112.0,894.0,123.0,0.8131961782302565,77.18937026954531,-161.04680398347313,20.00798499823002
439,5,441.0,198.0,457.0,199.0,457.0,216.0,440.0,215.0,2.9892895843430036,-14.660264529915423,-178.23034381061223,1.2552018514187695
440,2,880.0,45.0,926.0,27.0,921.0,102.0,876.0,114.0,0.7913780125299669,75.92070747772536,-165.56082494656474,16.20142956072576
440,5,416.0,193.0,433.0,193.0,434.0,210.0,416.0,210.0,2.891893446118746,-7.067710741835146,172.20225101732922,-1.118941557809304
441,5,386.0,171.0,404.0,171.0,404.0,189.0,386.0,187.0,2.8268695074272068,0.5726354017446802,-148.07283050376046,3.3191419532835376
442,2,849.0,33.0,900.0,11.0,897.0,94.0,845.0,110.0,0.7050369833878488,73.85016146742002,-171.8626732215448,9.451120421947284
442,5,351.0,199.0,368.0,197.0,370.0,215.0,352.0,216.0,2.895406192027168,0.7290633242111824,179.4001594463784,-4.875379841642698
443,2,881.0,35.0,939.0,10.0,940.0,96.0,881.0,114.0,0.6891887188563265,72.18128455772778,-175.20895404974135,3.5695257901248447
444,5,352.0,213.0,371.0,212.0,372.0,231.0,355.0,232.0,2.67583505558667,12.843712285849701,-165.26995746658508,-1.2252285198599262
444,4,230.0,288.0,240.0,289.0,240.0,298.0,230.0,298.0,5.258864630823792,-21.810564047106777,168.42489810743393,1.6519715855648012
445,5,371.0,217.0,389.0,216.0,391.0,235.0,373.0,236.0,2.6654405817333986,13.930950032137961,-165.4190603210954,-1.2031566468122257
446,5,406.0,219.0,426.0,216.0,427.0,235.0,408.0,236.0,2.575713929439457,-5.82554735243389,-147.65798179211376,-6.638082388857139
447,5,428.0,176.0,447.0,176.0,448.0,195.0,428.0,195.0,2.5997557664701314,-6.013603425981378,173.1120553705554,-1.0469496881095097
448,5,476.0,163.0,495.0,162.0,496.0,182.0,477.0,183.0,2.5847004582319437,-13.704641502092988,-169.17504331617798,-5.622539072807881
449,5,490.0,161.0,510.0,160.0,511.0,181.0,492.0,182.0,2.593109446128034,4.870357220531073,-168.74886879717494,-2.8111139171033006
450,5,517.0,156.0,538.0,154.0,539.0,175.0,519.0,176.0,2.477586945885507,7.3773870000762,-157.74281863828116,-2.7028297111147803
451,5,535.0,154.0,555.0,153.0,557.0,174.0,536.0,176.0,2.4068090882009407,-10.445614411076825,-172.0431171815591,-6.12833248974107
451,4,410.0,246.0,420.0,245.0,421.0,255.0,411.0,255.0,4.996565729469175,4.466876594771425,-153.55797753064618,-2.3332991842801367
452,5,536.0,139.0,558.0,138.0,558.0,159.0,537.0,160.0,2.3836382659651316,2.806958529793383,-151.29614867349076,-2.0835599040877657
453,5,542.0,132.0,563.0,132.0,562.0,156.0,542.0,157.0,2.1376896507323297,-26.560626312767585,-163.1818818686854,-7.555325198463909
454,5,555.0,128.0,577.0,126.0,578.0,149.0,556.0,151.0,2.271667091902458,-7.685880670219425,-161.70179531386967,-6.832094983815561
454,4,423.0,226.0,433.0,226.0,434.0,236.0,423.0,236.0,4.776528248987218,-9.6889141793556,167.1433198202887,-1.2528251172402673
455,5,564.0,122.0,587.0,120.0,589.0,143.0,566.0,146.0,2.2295427591095107,-0.1587209084869294,-169.35689273619482,-6.188181884752857
455,4,430.0,225.0,441.0,226.0,441.0,236.0,430.0,236.0,4.560607425038649,-9.2457149191603,167.4916705950792,1.4484027579821017
455,7,359.0,273.0,359.0,264.0,368.0,264.0,368.0,273.0,5.616181957943023,7.119551981858868e-06,-179.99999086217449,-90.00000000322711
456,5,574.0,127.0,597.0,126.0,599.0,150.0,576.0,152.0,2.123705986567534,-12.313915757681627,-174.9131106561981,-6.38837735183225
457,5,634.0,125.0,660.0,124.0,660.0,149.0,636.0,151.0,2.0708406071381953,-0.8242999724851338,-171.93591592003776,-3.6995689097048956
458,5,657.0,117.0,683.0,115.0,684.0,142.0,658.0,143.0,2.001002488852765,22.524785187614167,-160.1518493896946,1.9250140624147543
458,4,507.0,227.0,518.0,227.0,518.0,239.0,507.0,238.0,4.365395633380647,19.126884912098586,-163.00494113171607,5.168417329627839
458,7,432.0,274.0,432.0,265.0,442.0,265.0,441.0,275.0,5.277772045542855,11.577325938751688,-177.42297645534666,-86.56305902786688
459,5,679.0,113.0,707.0,111.0,707.0,138.0,680.0,140.0,1.947183120643695,10.592557914909806,-155.23800797625418,-1.8309034198192868
460,5,688.0,111.0,717.0,109.0,717.0,137.0,690.0,139.0,1.9063544753182415,19.242328091893565,-158.71137569208767,0.38477689343553184
460,4,532.0,232.0,543.0,232.0,543.0,244.0,532.0,244.0,4.235046862989864,-19.381591316379556,-173.65308244497655,-2.459647063813562
462,5,699.0,88.0,731.0,86.0,730.0,116.0,700.0,118.0,1.7517336171207774,11.832157595458826,-150.0890085707011,-0.7897681911963293
463,5,695.0,79.0,727.0,76.0,727.0,107.0,697.0,109.0,1.7497468652540025,16.488452838844083,-152.61528356564983,-0.3421482861839411
463,4,524.0,212.0,536.0,212.0,536.0,225.0,524.0,225.0,3.9274181785475872,-18.379304063152972,-172.61031891031658,-2.6943848269704027
463,7,447.0,265.0,447.0,254.0,457.0,255.0,457.0,265.0,4.761558574330527,-2.256364643016777,-159.51914958266906,-90.0761101569036
464,5,698.0,73.0,731.0,69.0,732.0,101.0,700.0,104.0,1.6771642487102623,14.387686260641544,-150.293781389344,-2.490518821551012
464,7,446.0,272.0,446.0,261.0,456.0,261.0,456.0,271.0,4.747133533734547,14.043513373476431,-159.00356345368454,-89.57093654854934
465,5,685.0,82.0,719.0,79.0,719.0,112.0,687.0,115.0,1.6356144737835323,10.658782456250918,-157.5347181511109,-2.636306189423542
465,4,505.0,231.0,517.0,230.0,518.0,242.0,505.0,243.0,4.000531036535827,7.903815130674357,167.86122201534053,-3.6259868298947553
466,5,745.0,59.0,781.0,55.0,782.0,91.0,746.0,94.0,1.5547125227974234,14.798224397843228,-173.3306562284369,-1.73057681881712
466,4,548.0,218.0,561.0,218.0,561.0,231.0,548.0,231.0,3.8918640103909516,-3.3024677755053136e-08,179.9999999399372,-3.1218048233642106e-14
467,5,762.0,38.0,800.0,34.0,801.0,72.0,763.0,76.0,1.4849529754590567,10.628932072549015,-167.74683661432587,-3.042458989816738
467,4,556.0,207.0,569.0,207.0,569.0,220.0,555.0,220.0,3.751979967586716,9.341366151950696,170.46269093953566,1.373230607237334
467,7,474.0,264.0,473.0,253.0,483.0,252.0,484.0,263.0,4.573162059882908,4.748568569940827,155.6773626692404,-95.23116951999269
468,5,778.0,22.0,819.0,18.0,820.0,59.0,779.0,63.0,1.3851196779986912,8.638821784304058,-170.69415924802018,-3.0467702296685086
468,7,472.0,271.0,472.0,260.0,482.0,259.0,483.0,271.0,4.3795163702509265,4.7522602246974985,156.27915707026597,-92.4720165460447
469,4,562.0,202.0,575.0,200.0,576.0,216.0,563.0,216.0,3.4078951566874127,34.77685727827879,-169.5305943842916,1.3440558944412984
470,4,504.0,212.0,517.0,211.0,519.0,225.0,504.0,226.0,3.589983611726235,0.20890882004747943,178.00931585937684,-4.033947610204354
471,4,498.0,209.0,512.0,208.0,513.0,222.0,498.0,223.0,3.4631919196521816,6.926293456801535,169.83037179467152,-2.9647018436912624
471,7,413.0,276.0,411.0,264.0,422.0,263.0,423.0,275.0,4.17512375729761,3.1272139343344536,-147.98781562530215,-96.95142774110356
475,4,527.0,205.0,542.0,205.0,542.0,221.0,527.0,221.0,3.1964070084914824,-15.651498415852128,-172.71601360990766,-2.3597939450966803
475,7,435.0,272.0,435.0,259.0,447.0,259.0,447.0,272.0,3.883424901839437,4.87215871253322,160.14022664587552,-89.80927384450783
476,4,535.0,218.0,550.0,217.0,551.0,233.0,535.0,234.0,3.168802016322676,17.560239642501088,-178.45028286132037,-1.3796932068232528
476,7,441.0,286.0,442.0,273.0,453.0,273.0,454.0,286.0,4.126463748421823,4.3075322162425165,-179.73890812572344,-89.95298898929249
478,4,506.0,220.0,523.0,219.0,523.0,235.0,506.0,236.0,2.9414034859294467,9.732401455070244,164.92403565345668,-2.0847341717498318
478,7,408.0,291.0,408.0,278.0,421.0,277.0,422.0,291.0,3.710456190166137,-1.5706974879516307,178.23653654163562,-92.07709276284767
479,4,494.0,215.0,511.0,215.0,512.0,231.0,495.0,232.0,2.948647164705027,-5.2867292580944865,170.83881877848518,-2.369008427378972
479,7,396.0,289.0,396.0,276.0,409.0,275.0,410.0,289.0,3.714460640370276,-1.4340038049265567,178.4244056712127,-92.09122855608375
480,4,479.0,232.0,496.0,232.0,496.0,249.0,479.0,250.0,2.8760486776733405,-13.2254418276175,-166.20798378356693,-3.2996274006932285
480,7,380.0,310.0,379.0,297.0,393.0,295.0,394.0,309.0,3.719588266804331,-1.3677340908396254,-177.87397759507996,-95.34589631943281
481,4,476.0,238.0,493.0,236.0,494.0,254.0,476.0,255.0,2.7986811142084815,13.116500064398489,171.60946923012378,-3.4374828736574914
482,4,467.0,193.0,485.0,192.0,486.0,210.0,468.0,212.0,2.740538574076916,-11.636716156168001,-163.21017395672058,-6.641804180722883
483,4,462.0,202.0,480.0,202.0,480.0,221.0,462.0,221.0,2.68994984079253,15.99789471589696,-171.4857601460635,2.4385139817075783
483,7,356.0,279.0,356.0,265.0,371.0,265.0,371.0,280.0,3.37745933219146,19.847078471766707,-178.40705642512316,-87.63748028588368
484,10,899.0,213.0,912.0,210.0,912.0,251.0,898.0,252.0,1.377118324258802,83.50108460294904,-42.084217588870295,136.95243520213728
484,4,467.0,214.0,485.0,214.0,485.0,233.0,467.0,234.0,2.603663535324389,-21.591883853289673,-167.3183979881718,-4.682435076218283
484,7,360.0,294.0,359.0,278.0,374.0,278.0,375.0,293.0,3.2465448207688308,0.16994865338658582,-157.37381104770986,-93.68492190800265
485,10,901.0,235.0,916.0,232.0,916.0,275.0,901.0,276.0,1.306831988423585,84.89512129263754,-38.80237995195591,139.93650515819445
485,4,449.0,242.0,468.0,241.0,469.0,261.0,450.0,261.0,2.5769258447118326,12.32765546370285,-167.80221874777158,-0.12500538422361687
485,7,341.0,324.0,340.0,308.0,356.0,308.0,356.0,323.0,3.248885660687568,6.494610110743313,-164.03785883647734,-90.89463719406646
486,10,907.0,211.0,924.0,208.0,923.0,254.0,905.0,256.0,1.2155986558269072,85.11495221257131,-57.77279946313914,122.41239008845662
486,4,426.0,206.0,446.0,207.0,445.0,227.0,425.0,227.0,2.464084588937256,-15.850705691377607,-163.8297519521913,-0.8951153873254863
486,7,311.0,289.0,312.0,273.0,327.0,273.0,326.0,290.0,3.069055056413787,-0.5595647689193048,162.75344659450468,-86.61911549462266
487,10,907.0,220.0,925.0,216.0,924.0,264.0,906.0,264.0,1.1991977646536214,85.12267461360118,-61.10329392810123,118.37485980241091
487,4,421.0,216.0,441.0,215.0,441.0,236.0,421.0,236.0,2.461230050673468,10.617116690664918,179.88883149428366,-0.0025169895850094023
487,7,307.0,299.0,306.0,284.0,321.0,282.0,323.0,299.0,3.162736475700281,7.399135246893141,171.44944946164387,-94.15093585002668
488,4,456.0,260.0,478.0,261.0,478.0,282.0,457.0,282.0,2.369493556212303,-7.72093901194258,179.71431404694192,-0.2625616474974356
488,7,340.0,350.0,339.0,333.0,355.0,332.0,357.0,349.0,2.9480211712433375,-3.0345511586672114,-155.9103681819899,-95.46907580312877
489,11,928.0,694.0,893.0,683.0,902.0,673.0,939.0,685.0,1.648000100151618,-14.358389847297495,120.47259112450158,-164.85996748144908
489,4,529.0,240.0,552.0,238.0,552.0,261.0,530.0,261.0,2.236843577551275,1.061992874816851,-159.77201583693184,-2.3481588142783063
489,7,410.0,331.0,409.0,314.0,426.0,313.0,427.0,331.0,2.847826451699481,7.641543511998086,167.8740349779784,-92.82568860328605
490,4,548.0,228.0,571.0,228.0,570.0,251.0,547.0,251.0,2.1702467091031963,14.268875555071507,175.88825921156118,1.7625855706714726
490,7,424.0,320.0,424.0,302.0,441.0,302.0,442.0,320.0,2.77311201499702,-3.0189644028408438,-162.69560853699966,-91.76762382576874
491,4,577.0,231.0,601.0,231.0,602.0,254.0,578.0,255.0,2.1017034924578537,-1.8657235863368222,172.50542076009523,-1.3697618631046917
491,0,42.0,267.0,59.0,267.0,61.0,293.0,44.0,293.0,2.102370948381778,29.70622058150034,-171.89356566371666,2.61706157978108
491,7,450.0,325.0,451.0,307.0,468.0,307.0,467.0,326.0,2.698109311384029,-0.9290731336121548,157.63647925748714,-86.92296046465609
492,4,592.0,236.0,616.0,236.0,615.0,261.0,591.0,260.0,2.078149340225846,19.23654597979241,-174.87329023833144,3.4639759821527485
492,7,460.0,331.0,461.0,313.0,478.0,313.0,478.0,333.0,2.624767126857295,6.035412674138232,157.28494913947068,-88.4036893339473
493,4,616.0,235.0,641.0,235.0,640.0,260.0,615.0,260.0,2.027476941987243,-1.2459815903173348,-165.6834883607074,-0.13239017508580325
493,0,54.0,272.0,73.0,273.0,74.0,299.0,56.0,299.0,2.0509363423156555,-72.0664341210031,-172.1737605256238,-9.71084603284452
493,7,481.0,334.0,481.0,315.0,499.0,315.0,499.0,334.0,2.6353196535507863,2.0912072461752245,160.88830628200742,-90.02051675059955
494,4,619.0,228.0,645.0,228.0,643.0,253.0,618.0,252.0,2.0104320546199865,3.9469834463279265,-156.79361732043066,1.6368947678673287
494,0,52.0,264.0,71.0,265.0,72.0,290.0,54.0,290.0,2.135262805544321,-70.19003452696913,-171.83542889997523,-9.923752836064173
494,7,482.0,327.0,482.0,308.0,500.0,308.0,500.0,327.0,2.6367834731738085,2.510470386299956,160.8756086281384,-90.02714351792451
495,4,602.0,214.0,628.0,215.0,627.0,241.0,600.0,241.0,1.9166515017802637,-1.4138184167892294,-165.08557197124335,0.9109582673052617
495,7,458.0,315.0,458.0,295.0,477.0,295.0,477.0,315.0,2.5080353024632873,3.0220465055495644,162.81036146835126,-89.96155242940581
496,4,605.0,209.0,632.0,208.0,631.0,236.0,604.0,236.0,1.848574502522039,21.766996448149364,179.64779095819452,2.012061795454067
496,7,460.0,313.0,461.0,292.0,479.0,293.0,479.0,313.0,2.4450145302521307,2.9078780227284238,-153.88187150185635,-88.58968926249426
497,4,597.0,231.0,625.0,231.0,624.0,260.0,596.0,261.0,1.7209243108642045,-12.204022499573473,-167.21146447468675,-2.4098181891560633
497,7,446.0,343.0,446.0,321.0,466.0,322.0,466.0,343.0,2.3223485812202407,-1.8920715441174765,-156.68137281042115,-90.0490709966927
498,4,630.0,210.0,659.0,208.0,660.0,237.0,630.0,239.0,1.737916506120108,17.213412051579322,174.89486853146047,-1.674104624380206
498,7,476.0,323.0,477.0,303.0,497.0,303.0,497.0,324.0,2.4347349967169203,-2.6820756621461945,176.20460673168876,-88.41773706902225
499,4,610.0,216.0,641.0,216.0,640.0,246.0,609.0,246.0,1.657378668098734,11.320238890583965,173.0211022403266,1.4897772934007003
499,7,451.0,330.0,451.0,307.0,472.0,308.0,472.0,330.0,2.2211343064286573,-1.0346566536533697,-157.57278476578864,-90.02298346571229
500,4,627.0,226.0,659.0,227.0,658.0,258.0,626.0,258.0,1.612942851518639,6.429733943488226,178.86355820090532,1.7712623414521238
